image,id,choice,annotator,annotation_id
/data/upload/2934_3nQ9AOi.jpg,143,"{""choices"": [""front"", ""dirty""]}",glebsin@gmail.com,647
/data/upload/2892_kvdhTFL.jpg,95,"{""choices"": [""b_right"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,601
/data/upload/2839_4XeAxHS.jpg,49,"{""choices"": [""left"", ""labeled"", ""damaged""]}",glebsin@gmail.com,560
/data/upload/3103_n0L36mR.jpg,300,"{""choices"": [""b_right"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,789
/data/upload/3102_2T2pNoB.jpg,299,"{""choices"": [""right"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,788
/data/upload/3101_3hp5icH.jpg,298,panel,glebsin@gmail.com,787
/data/upload/3100_maLWW6l.jpg,297,"{""choices"": [""interior"", ""dirty""]}",glebsin@gmail.com,786
/data/upload/3099_Zqkhl0S.jpg,296,"{""choices"": [""trunk"", ""dirty""]}",glebsin@gmail.com,785
/data/upload/3098_lQJD09B.jpg,295,panel,glebsin@gmail.com,784
/data/upload/3095_hsfbhiK.jpg,292,"{""choices"": [""left"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,783
/data/upload/3094_g7Q7upr.jpg,291,"{""choices"": [""back"", ""labeled"", ""damaged""]}",glebsin@gmail.com,782
/data/upload/3093_ixm6FeP.jpg,290,"{""choices"": [""f_left"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,781
/data/upload/3092_U4XHaoB.jpg,289,"{""choices"": [""right"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,780
/data/upload/3091_5XDzT7M.jpg,288,"{""choices"": [""f_right"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,779
/data/upload/3090_ltS9OpS.jpg,287,"{""choices"": [""b_right"", ""dirty"", ""labeled"", ""damaged""]}",glebsin@gmail.com,778
/data/upload/3089_BaWwmDl.jpg,286,"{""choices"": [""interior"", ""dirty""]}",glebsin@gmail.com,777
/data/upload/3088_AnHUwks.jpg,285,"{""choices"": [""front"", ""dirty""]}",glebsin@gmail.com,776
/data/upload/3087_5LB1rSi.jpg,284,panel,glebsin@gmail.com,775
